id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,net_profit_margin,operating_profit_margin,revenue_growth_pct,profit_growth_pct,health_score,health_band
358,BRITANNIA,Mar 2024,16769,13603,3167.0,19.0,211,164,300,2913,27.0,2134,89.0,83.0,12.725863199952292,18.886039716142882,2.8709895098460114,-7.8583765112262505,8.486093474552504,Poor
359,BRITANNIA,TTM,17244,14107,3136.0,18.0,182,121,308,2889,,2129,89.0,,12.346323358849455,18.186035722570168,2.8326077881805745,-0.23430178069353547,9.679368925923294,Poor
360,CANBK,Mar 2013,34070,26198,7217.0,655.0,2,3308,191,3771,22.0,2995,12.0,19.0,8.790724977986498,21.182858820076316,,,8.992075139418844,Poor
361,CANBK,Mar 2014,39570,30606,9636.0,-672.0,-2,4144,230,3242,20.0,2672,10.0,19.0,6.7525903462218855,24.351781652767247,16.143234517170523,-10.78464106844741,10.40303028944136,Poor
362,CANBK,Mar 2015,43813,34133,10302.0,-621.0,-1,4733,429,3683,22.0,2931,11.0,17.0,6.689795266245178,23.513569032022456,10.722769775082131,9.693113772455098,13.144185998987735,Poor
363,CANBK,Mar 2016,44039,34263,17785.0,-8008.0,-18,5266,172,-2914,-13.0,-2535,-9.0,0.0,-5.756261495492632,40.38465905220373,0.515828635336546,-186.48925281473902,0.0,Poor
364,CANBK,Mar 2017,41457,31540,15691.0,-5775.0,-14,7852,331,1746,29.0,1411,5.0,4.0,3.403526545577345,37.84885544057698,-5.862985081405114,-155.66074950690333,0.0,Poor
365,CANBK,Mar 2018,41345,29113,25582.0,-13350.0,-32,7398,456,-6408,-36.0,-3873,-11.0,0.0,-9.367517233039061,61.874470915467406,-0.27015944231372213,-374.48618001417435,0.0,Poor
366,CANBK,Mar 2019,47951,32339,27202.0,-11590.0,-24,9907,429,-2111,-99.0,696,2.0,0.0,1.4514817209234425,56.72874392609122,15.977748216229282,-117.97056545313711,0.0,Poor
367,CANBK,Mar 2020,49759,35817,26809.0,-12867.0,-26,11799,446,-1514,34.0,-1921,-4.0,0.0,-3.8606081311923472,53.87769046805603,3.7705157348126184,-376.00574712643675,0.0,Poor
368,CANBK,Mar 2021,70253,45182,43437.0,-18367.0,-26,23086,838,3882,30.0,2957,4.0,0.0,4.2090729221527905,61.82938806883692,41.18651902168451,-253.9302446642374,0.0,Poor
369,CANBK,Mar 2022,70614,43035,41235.0,-13657.0,-19,23643,841,9145,37.0,6158,7.0,19.0,8.720650295975302,58.39493584841533,0.5138570594850123,108.25160635779505,41.8877685267732,Weak
370,CANBK,Mar 2023,85885,52990,42772.0,-9877.0,-12,25325,1021,14427,25.0,11345,12.0,19.0,13.209524363975083,49.80147872154625,21.626023168210274,84.23189347190647,40.074884253679755,Weak
371,CANBK,Mar 2024,110519,72118,46146.0,-7745.0,-7,28646,902,20000,26.0,15401,17.0,19.0,13.935160470145405,41.753906568101414,28.68254060662514,35.75143234905245,29.59351470260956,Poor
372,CANBK,TTM,119392,80351,48026.0,-8985.0,-8,30394,0,21409,,16571,18.0,,13.879489413025997,40.22547574376843,8.028483790117535,7.596909291604437,19.356568163382722,Poor
373,CHOLAFIN,Mar 2013,2570,1410,688.0,472.0,18,1,22,452,32.0,308,4.0,16.0,11.98443579766537,26.770428015564203,,,11.626459143968871,Poor
374,CHOLAFIN,Mar 2014,3279,1769,932.0,578.0,18,1,25,554,34.0,368,5.0,14.0,11.222933821286977,28.42329978652028,27.587548638132287,19.480519480519476,21.307483706072528,Poor
375,CHOLAFIN,Mar 2015,3715,1958,1061.0,696.0,19,0,30,666,33.0,444,6.0,11.0,11.951547779273216,28.559892328398384,13.29673681000305,20.65217391304348,18.943214176910786,Poor
376,CHOLAFIN,Mar 2016,4214,2048,1266.0,899.0,21,2,22,879,35.0,575,7.0,12.0,13.64499288087328,30.042714760322735,13.43203230148049,29.504504504504503,21.693619653555803,Poor
377,CHOLAFIN,Mar 2017,4694,2228,1322.0,1143.0,24,3,39,1107,35.0,718,9.0,12.0,15.296122709842352,28.163613123135917,11.390602752729006,24.869565217391298,20.28995434391754,Poor
378,CHOLAFIN,Mar 2018,5559,2657,1451.0,1451.0,26,0,51,1401,34.0,918,12.0,11.0,16.51376146788991,26.101816873538407,18.427780144865793,27.85515320334262,22.041260172070178,Poor
379,CHOLAFIN,Mar 2019,7108,3588,1632.0,1888.0,27,1,57,1832,35.0,1197,15.0,8.0,16.840180078784467,22.960045019696118,27.86472387119985,30.3921568627451,23.591443676333164,Poor
380,CHOLAFIN,Mar 2020,8712,4592,2421.0,1699.0,20,0,111,1588,34.0,1054,13.0,13.0,12.098255280073463,27.789256198347108,22.56612267867193,-11.946532999164583,14.090171379427641,Poor
381,CHOLAFIN,Mar 2021,9583,4576,2913.0,2094.0,22,56,102,2048,26.0,1521,19.0,11.0,15.871856412396953,30.397579046227698,9.997704315886136,44.307400379506646,24.74185157666595,Poor
382,CHOLAFIN,Mar 2022,10148,4298,2926.0,2924.0,29,84,101,2908,26.0,2154,26.0,8.0,21.225857311785575,28.83326763894363,5.895857247208602,41.61735700197238,24.52038033505496,Poor
383,CHOLAFIN,Mar 2023,12884,5748,3621.0,3515.0,27,220,121,3615,26.0,2665,32.0,6.0,20.684570009313877,28.104625892579943,26.960977532518715,23.723305478180134,24.773615372707916,Poor
384,CHOLAFIN,Mar 2024,19163,9231,5385.0,4548.0,24,255,198,4605,26.0,3420,41.0,5.0,17.846892448990243,28.10102802275218,48.734864948773684,28.330206378986865,29.197390407074835,Poor
385,CHOLAFIN,TTM,22502,10875,6452.0,5175.0,23,248,243,5180,,3852,46.0,,17.118478357479336,28.673006843836102,17.42420289098785,12.631578947368416,19.748601928065888,Poor
386,CIPLA,Mar 2013,8279,34,6065.0,2214.0,27,245,330,2095,26.0,1545,19.0,10.0,18.661674115231307,73.25763981157145,,,27.575794178040827,Poor
387,CIPLA,Mar 2014,10173,146,8026.0,2147.0,21,251,373,1880,25.0,1404,17.0,12.0,13.80123857269242,78.89511451882434,22.87715907718324,-9.126213592233013,30.55909502444507,Poor
388,CIPLA,Mar 2015,11345,168,9183.0,2163.0,19,164,505,1654,24.0,1229,15.0,14.0,10.832966064345527,80.94314676068753,11.520692027917034,-12.46438746438746,27.344094760215828,Poor
389,CIPLA,Mar 2016,13790,207,11310.0,2480.0,18,208,754,1727,19.0,1383,17.0,12.0,10.029006526468455,82.01595358955765,21.551344204495383,12.530512611879585,34.429859398082826,Poor
390,CIPLA,Mar 2017,14394,159,11898.0,2496.0,17,208,1323,1222,15.0,1035,13.0,16.0,7.190496040016674,82.65944143393081,4.379985496736771,-25.16268980477223,22.79844038057715,Poor
391,CIPLA,Mar 2018,15156,114,12329.0,2826.0,19,280,1323,1669,15.0,1417,18.0,17.0,9.349432567959884,81.3473211929269,5.293872446852865,36.908212560386474,35.6494431297139,Weak
392,CIPLA,Mar 2019,16362,168,13265.0,3097.0,19,477,1326,2079,27.0,1492,19.0,16.0,9.118689646742451,81.07199608849774,7.957244655581941,5.292872265349335,29.707229104758312,Poor
393,CIPLA,Mar 2020,17132,197,13926.0,3206.0,19,344,1175,2178,29.0,1500,19.0,21.0,8.755545178613122,81.28648143824422,4.7060261581713725,0.536193029490617,28.061051822589597,Poor
394,CIPLA,Mar 2021,19160,161,14907.0,4252.0,22,266,1068,3290,27.0,2389,30.0,17.0,12.468684759916492,77.80271398747391,11.837497081484937,59.266666666666666,41.30225237384744,Weak
395,CIPLA,Mar 2022,21763,106,17211.0,4553.0,21,99,1052,3493,27.0,2547,31.0,16.0,11.703349722005237,79.08376602490466,13.585594989561578,6.6136458769359585,31.275982897372476,Poor
396,CIPLA,Mar 2023,22753,110,17726.0,5027.0,22,293,1172,4038,30.0,2833,35.0,24.0,12.45110534874522,77.90621017008746,4.549005192298861,11.228896741264238,30.262775042362428,Poor
397,CIPLA,Mar 2024,25774,90,19483.0,6291.0,24,552,1051,5702,27.0,4154,51.0,25.0,16.11701714906495,75.59168153953597,13.2773700171406,46.62901517825626,39.49388664565965,Weak
398,CIPLA,TTM,26981,66,20075.0,6906.0,26,822,1087,6576,,4987,62.0,,18.48337719135688,74.40421037026054,4.683013889966636,20.05296100144438,32.81347124676743,Poor
399,COALINDIA,Mar 2013,68303,46,50216.0,18087.0,26,8752,1813,24979,31.0,17356,27.0,51.0,25.41030408620412,73.51946473800565,,,29.67893064726293,Poor
400,COALINDIA,Mar 2014,70608,59,52842.0,17766.0,25,7169,1996,22880,34.0,15112,24.0,121.0,21.402673917969636,74.83854520734195,3.3746687553987353,-12.929246370131365,26.961450214646945,Poor
401,COALINDIA,Mar 2015,74120,9,56777.0,17343.0,23,6570,2320,21584,36.0,13727,22.0,95.0,18.519967620075555,76.60145709660011,4.973940629956952,-9.164902064584435,27.698235128077204,Poor
402,COALINDIA,Mar 2016,77861,388,59147.0,18714.0,24,5939,2826,21440,33.0,14267,23.0,121.0,18.323679377351947,75.96486045645446,5.047220723151646,3.9338529904567654,30.082776692863604,Poor
403,COALINDIA,Mar 2017,78164,410,65716.0,12448.0,16,5316,2907,14446,36.0,9280,15.0,133.0,11.872473261347935,84.0745100046057,0.38915503268646123,-34.95479077591646,21.87096783114009,Poor
404,COALINDIA,Mar 2018,85244,430,75956.0,9288.0,11,4975,3063,10770,35.0,7038,11.0,146.0,8.25629956360565,89.10421847871991,9.057878307149082,-24.159482758620687,26.187834522403346,Poor
405,COALINDIA,Mar 2019,99586,264,74579.0,25007.0,25,5834,3450,27127,36.0,17464,28.0,46.0,17.536601530335588,74.88904062820076,16.824644549763022,148.13867576015915,60.72035670954534,Average
406,COALINDIA,Mar 2020,96080,503,74500.0,21581.0,22,6444,3451,24071,31.0,16700,27.0,44.0,17.38134887593672,77.53955037468776,-3.520575181250374,-4.374713696747589,26.897211999587757,Poor
407,COALINDIA,Mar 2021,90026,642,71398.0,18628.0,21,3742,3718,18009,29.0,12702,21.0,78.0,14.109257325661476,79.3081998533757,-6.300999167360533,-23.94011976047904,21.977013368143236,Poor
408,COALINDIA,Mar 2022,109715,541,84995.0,24721.0,23,3866,4429,23616,26.0,17378,28.0,60.0,15.839219796746114,77.46889668687052,21.870348565969834,36.81310029916549,39.729124718112054,Weak
409,COALINDIA,Mar 2023,138252,684,94020.0,44232.0,32,6560,6833,43275,27.0,31723,52.0,47.0,22.94578016954547,68.00624945751237,26.010117121633325,82.5468983772586,48.997011987895746,Weak
410,COALINDIA,Mar 2024,142324,819,94352.0,47971.0,34,8396,6735,48813,23.0,37369,61.0,42.0,26.25628846856468,66.29380849329698,2.9453461794404445,17.79781231283295,31.91366078701318,Poor
411,COALINDIA,TTM,140328,875,93717.0,46610.0,33,8145,8357,45523,,34350,56.0,,24.47836497349068,66.78424833247819,-1.4024338832522965,-8.078888918622384,25.482519431415724,Poor
412,DABUR,Mar 2013,6140,5148,992.0,16.0,100,59,85,948,19.0,766,4.0,34.0,12.47557003257329,16.156351791530945,,,8.58957654723127,Poor
413,DABUR,Mar 2014,7058,5897,1162.0,16.0,126,54,97,1136,19.0,916,5.0,33.0,12.978180787758573,16.463587418532164,14.951140065146573,19.582245430809397,15.739207561078414,Poor
414,DABUR,Mar 2015,7795,6475,1320.0,17.0,154,40,115,1319,19.0,1068,6.0,33.0,13.701090442591404,16.93393200769724,10.442051572683475,16.59388646288209,14.597694342199706,Poor
415,DABUR,Mar 2016,7780,6261,1518.0,20.0,217,48,133,1554,19.0,1254,7.0,32.0,16.118251928020566,19.511568123393317,-0.19243104554201862,17.41573033707866,14.133605873731494,Poor
416,DABUR,Mar 2017,7614,6102,1512.0,20.0,296,54,143,1611,21.0,1280,7.0,31.0,16.811137378513266,19.858156028368796,-2.1336760925449894,2.0733652312599604,10.988725849807611,Poor
417,DABUR,Mar 2018,7722,6104,1617.0,21.0,291,53,162,1693,20.0,1358,8.0,81.0,17.586117586117584,20.94017094017094,1.4184397163120588,6.093750000000009,13.06032450114897,Poor
418,DABUR,Mar 2019,8515,6775,1740.0,20.0,222,60,177,1725,16.0,1446,8.0,34.0,16.981796829125074,20.434527304756312,10.269360269360273,6.480117820324005,14.574792858101272,Poor
419,DABUR,Mar 2020,8685,6892,1792.0,21.0,205,50,220,1728,16.0,1448,8.0,37.0,16.672423719055843,20.63327576280944,1.996476805637104,0.13831258644536604,11.618667722976078,Poor
420,DABUR,Mar 2021,9562,7560,2002.0,21.0,325,31,240,2056,18.0,1695,10.0,50.0,17.72641706755909,20.937042459736457,10.097869890616007,17.058011049723753,17.030214046256617,Poor
421,DABUR,Mar 2022,10889,8637,2252.0,21.0,308,39,253,2269,23.0,1742,10.0,53.0,15.997795940857745,20.681421618146754,13.877849822212918,2.7728613569321547,14.333907503530366,Poor
422,DABUR,Mar 2023,11530,9367,2162.0,19.0,445,78,311,2219,23.0,1701,10.0,54.0,14.752818733738074,18.751084128360798,5.886674625769128,-2.3536165327210146,10.757782477239283,Poor
423,DABUR,Mar 2024,12404,10004,2400.0,19.0,482,124,399,2359,23.0,1811,10.0,53.0,14.600128990648178,19.348597226701063,7.580225498699056,6.466784244562018,12.994019813856987,Poor
424,DABUR,TTM,12447,10106,2341.0,19.0,537,152,424,2302,,1760,10.0,,14.139953402426286,18.807744838113603,0.3466623669784008,-2.8161236885698493,9.390417207843676,Poor
425,DIVISLAB,Mar 2013,2145,1329,816.0,38.0,45,3,77,781,23.0,602,23.0,33.0,28.065268065268068,38.04195804195804,,,19.832167832167833,Poor
426,DIVISLAB,Mar 2014,2532,1514,1018.0,40.0,68,3,92,991,22.0,773,29.0,34.0,30.529225908372826,40.20537124802528,18.04195804195805,28.405315614617944,30.50983387823463,Poor
427,DIVISLAB,Mar 2015,3115,1942,1173.0,38.0,38,3,136,1072,21.0,852,32.0,31.0,27.351524879614768,37.65650080256822,23.02527646129542,10.219922380336355,26.151447472981253,Poor
428,DIVISLAB,Mar 2016,3776,2354,1423.0,38.0,93,5,118,1393,19.0,1126,42.0,24.0,29.81991525423729,37.6853813559322,21.219903691813812,32.15962441314555,30.927494604042717,Poor
429,DIVISLAB,Mar 2017,4064,2615,1450.0,36.0,72,3,123,1395,24.0,1060,40.0,25.0,26.08267716535433,35.67913385826771,7.6271186440677985,-5.861456483126116,18.88167573927495,Poor
430,DIVISLAB,Mar 2018,3891,2622,1269.0,33.0,107,2,142,1231,29.0,877,33.0,30.0,22.539193009509123,32.61372397841172,-4.256889763779526,-17.264150943396228,12.241666954941103,Poor
431,DIVISLAB,Mar 2019,4946,3072,1874.0,38.0,154,5,169,1855,27.0,1353,51.0,31.0,27.355438738374442,37.88920339668419,27.113852480082244,54.27594070695554,35.85135127792515,Weak
432,DIVISLAB,Mar 2020,5394,3568,1826.0,34.0,186,7,186,1819,24.0,1377,52.0,31.0,25.528364849833146,33.852428624397476,9.057824504650224,1.7738359201773912,19.980570127234706,Poor
433,DIVISLAB,Mar 2021,6969,4102,2867.0,41.0,57,2,256,2666,26.0,1984,75.0,27.0,28.46893384990673,41.13933132443679,29.199110122358185,44.081336238198986,35.53856882441449,Weak
434,DIVISLAB,Mar 2022,8960,5075,3885.0,43.0,112,2,312,3684,20.0,2960,112.0,27.0,33.035714285714285,43.359375,28.569378676998134,49.193548387096776,38.47111219853326,Weak
435,DIVISLAB,Mar 2023,7767,5397,2370.0,31.0,344,2,343,2369,23.0,1824,69.0,44.0,23.483970645036695,30.513711857860176,-13.314732142857144,-38.37837837837837,5.8606826466219575,Poor
436,DIVISLAB,Mar 2024,7845,5635,2210.0,28.0,335,4,378,2163,26.0,1600,60.0,50.0,20.395156150414277,28.170809432759718,1.0042487446890735,-12.28070175438597,12.314499073012819,Poor
437,DIVISLAB,TTM,8614,6056,2558.0,30.0,359,3,386,2528,,1836,69.0,,21.31413977246343,29.69584397492454,9.80242192479286,14.749999999999996,20.213479509174963,Poor
438,DLF,Mar 2013,7773,5140,2633.0,34.0,1279,2314,796,802,17.0,667,4.0,48.0,8.580985462498392,33.87366525151164,,,12.736395214203007,Poor
439,DLF,Mar 2014,8298,5805,2493.0,30.0,1133,2463,663,500,-16.0,590,4.0,55.0,7.1101470233791275,30.04338394793926,6.75414897722888,-11.544227886056968,10.1880435096299,Poor
440,DLF,Mar 2015,7649,4635,3014.0,39.0,503,2304,545,668,24.0,507,3.0,66.0,6.628317427114655,39.40384363969146,-7.82116172571704,-14.067796610169491,9.431856652864528,Poor
441,DLF,Mar 2016,9926,5960,3966.0,40.0,506,2680,766,1026,55.0,305,2.0,117.0,3.07273826314729,39.955671972597216,29.76859720224867,-39.84220907297831,10.893800696577426,Poor
442,DLF,Mar 2017,8221,4775,3446.0,42.0,1135,2980,572,1030,22.0,708,4.0,50.0,8.612090986497993,41.9170417224182,-17.177110618577473,132.13114754098362,38.14954719715609,Weak
443,DLF,Mar 2018,6707,4329,2378.0,35.0,9722,2951,534,8615,50.0,4477,25.0,8.0,66.75115550916952,35.455494259728646,-18.4162510643474,532.3446327683616,100.0,Excellent
444,DLF,Mar 2019,8366,6218,2148.0,26.0,784,2062,225,646,43.0,1314,6.0,33.0,15.706430791298112,25.67535261773847,24.735351125689586,-70.64998883180702,3.2316074814874867,Poor
445,DLF,Mar 2020,6083,4937,1146.0,19.0,1135,1427,200,653,99.0,-590,-2.0,-85.0,-9.699161597895776,18.839388459641622,-27.289027014104704,-144.90106544901064,0.0,Poor
446,DLF,Mar 2021,5414,3945,1469.0,27.0,383,853,159,840,43.0,1083,4.0,45.0,20.003694126339123,27.133357960842257,-10.997862896597077,-283.5593220338983,0.0,Poor
447,DLF,Mar 2022,5717,3974,1743.0,30.0,195,625,149,1165,28.0,1500,6.0,49.0,26.237537169844323,30.488018191359107,5.596601403768009,38.50415512465375,25.837817914045377,Poor
448,DLF,Mar 2023,5695,3969,1726.0,30.0,317,392,149,1502,27.0,2034,8.0,49.0,35.71553994732221,30.307287093942055,-0.3848172118243842,35.60000000000001,26.8498846700144,Poor
449,DLF,Mar 2024,6427,4303,2124.0,33.0,531,356,148,2151,24.0,2724,11.0,45.0,42.38369379181578,33.04807841916913,12.853380158033367,33.92330383480826,31.984868461863798,Poor
450,DLF,TTM,7001,5116,1885.0,27.0,662,386,150,2010,,4004,16.0,,57.19182973860877,26.9247250392801,8.931072039831967,46.98972099853158,36.41912504103937,Weak
451,DMART,Mar 2013,3341,3126,215.0,6.0,15,43,46,141,34.0,94,2.0,0.0,2.8135288835677943,6.435199042202933,,,2.774618377731218,Poor
452,DMART,Mar 2014,4686,4345,341.0,7.0,16,56,57,245,34.0,161,3.0,0.0,3.4357661118224496,7.276995305164319,40.25740796168811,71.27659574468086,25.520629166369826,Poor
453,DMART,Mar 2015,6439,5983,456.0,7.0,20,72,82,323,34.0,212,4.0,0.0,3.292436713775431,7.081845006988663,37.40930431071276,31.677018633540378,16.929549105079857,Poor
454,DMART,Mar 2016,8584,7919,664.0,8.0,17,91,98,492,35.0,320,6.0,0.0,3.727865796831314,7.735321528424977,33.31262618419009,50.9433962264151,20.290160679697927,Poor
455,DMART,Mar 2017,11898,10929,969.0,8.0,28,122,128,747,36.0,479,8.0,0.0,4.025886703647672,8.144225920322743,38.60671015843429,49.68749999999999,21.309875818877984,Poor
456,DMART,Mar 2018,15033,13680,1353.0,9.0,88,60,159,1222,34.0,806,13.0,0.0,5.361537949843678,9.000199560965875,26.348966212808868,68.26722338204594,23.231759172213827,Poor
457,DMART,Mar 2019,20005,18371,1633.0,8.0,48,47,212,1422,37.0,902,14.0,0.0,4.508872781804548,8.162959260184955,33.07390407769573,11.910669975186106,12.798464423173218,Poor
458,DMART,Mar 2020,24870,22742,2128.0,9.0,60,69,374,1745,25.0,1301,20.0,0.0,5.231202251708886,8.556493767591476,24.31892026993252,44.2350332594235,17.847099511661312,Poor
459,DMART,Mar 2021,24143,22398,1745.0,7.0,194,42,414,1483,26.0,1099,17.0,0.0,4.5520440707451435,7.227767883030278,-2.9232006433453916,-15.526518063028439,0.0,Poor
460,DMART,Mar 2022,30976,28474,2502.0,8.0,114,54,498,2064,28.0,1492,23.0,0.0,4.8166322314049586,8.077221074380166,28.302199395269856,35.75978161965423,16.680552194720356,Poor
461,DMART,Mar 2023,42840,39201,3639.0,8.0,128,67,639,3060,22.0,2378,37.0,0.0,5.550887021475257,8.494397759103641,38.30061983471074,59.3833780160858,23.750385004332976,Poor
462,DMART,Mar 2024,50789,46683,4106.0,8.0,145,58,731,3461,27.0,2536,39.0,0.0,4.993207190533383,8.084427730414067,18.555088702147525,6.644238856181661,8.963155987950072,Poor
463,DMART,TTM,57213,52737,4476.0,8.0,137,64,834,3716,,2720,42.0,,4.754164263366718,7.823396780451995,12.64840811986847,7.2555205047318605,7.75405403806568,Poor
464,DRREDDY,Mar 2013,11833,9164,2669.0,23.0,146,100,550,2165,29.0,1527,18.0,17.0,12.904588861658075,22.555564945491422,,,10.638046142144848,Poor
465,DRREDDY,Mar 2014,13415,10164,3251.0,24.0,170,127,648,2646,26.0,1963,23.0,16.0,14.632873648900485,24.23406634364517,13.3693906870616,28.55271774721677,20.04450368461937,Poor
466,DRREDDY,Mar 2015,15023,11515,3508.0,23.0,260,108,760,2900,19.0,2336,27.0,15.0,15.549490780802769,23.35086201158224,11.986582184122252,19.00152827305146,17.867727929150245,Poor
467,DRREDDY,Mar 2016,15568,11983,3585.0,23.0,295,83,939,2859,26.0,2131,25.0,16.0,13.688335046248715,23.028006166495373,3.6277707515143476,-8.775684931506845,9.985319527824725,Poor
468,DRREDDY,Mar 2017,14196,11724,2472.0,17.0,172,79,1027,1554,19.0,1292,16.0,26.0,9.101155255001409,17.413355874894336,-8.812949640287771,-39.37118723603942,0.0,Poor
469,DRREDDY,Mar 2018,14281,11930,2351.0,16.0,155,79,1077,1350,32.0,947,11.0,35.0,6.631188292136406,16.462432602758913,0.5987602141448223,-26.702786377708975,1.7072810357557646,Poor
470,DRREDDY,Mar 2019,15448,12270,3178.0,21.0,381,89,1135,2336,17.0,1950,23.0,17.0,12.622993267736923,20.572242361470742,8.171696659897766,105.91341077085534,32.77559217491292,Poor
471,DRREDDY,Mar 2020,17517,15040,2477.0,14.0,670,98,1163,1886,-7.0,2026,24.0,21.0,11.565907404235885,14.140549180795798,13.39331952356293,3.897435897435897,11.170088059709268,Poor
472,DRREDDY,Mar 2021,19048,15173,3874.0,20.0,335,97,1229,2884,32.0,1952,23.0,21.0,10.247795044099119,20.338093238135237,8.740081064109152,-3.6525172754195423,10.193279242408229,Poor
473,DRREDDY,Mar 2022,21545,17778,3768.0,17.0,555,96,1165,3061,29.0,2182,26.0,23.0,10.127639823624971,17.488976560686933,13.10898782024359,11.7827868852459,13.263339856391468,Poor
474,DRREDDY,Mar 2023,24670,18200,6470.0,26.0,971,143,1250,6048,25.0,4507,54.0,15.0,18.269152817186868,26.22618565058776,14.504525411928526,106.55362053162239,37.56023072904257,Weak
475,DRREDDY,Mar 2024,28011,20078,7933.0,28.0,909,171,1470,7201,23.0,5578,67.0,12.0,19.913605369319196,28.321016743422227,13.542764491284952,23.763035278455735,21.931546587770566,Poor
476,DRREDDY,TTM,31229,22919,8311.0,27.0,862,276,1617,7280,,5448,64.0,,17.44532325722886,26.61308399244292,11.488343864910222,-2.3305844388669783,15.049074060110183,Poor
477,EICHERMOT,Dec 2012,6390,5840,550.0,9.0,136,4,82,600,21.0,475,12.0,17.0,7.433489827856025,8.607198748043817,,,4.812206572769952,Poor
478,EICHERMOT,Dec 2013,6810,6094,715.0,11.0,93,8,130,671,22.0,525,15.0,21.0,7.709251101321586,10.499265785609397,6.572769953051649,10.526315789473696,8.882372214584365,Poor
479,EICHERMOT,Dec 2014,8738,7621,1118.0,13.0,105,10,220,993,29.0,702,23.0,22.0,8.033875028610666,12.794689860379949,28.311306901615275,33.71428571428572,18.653687989877383,Poor
480,EICHERMOT,Mar 2016,6173,4484,1690.0,27.0,326,2,137,1877,29.0,1338,49.0,20.0,21.675036449052325,27.37728819050705,-29.354543373769737,90.59829059829059,26.96444683677198,Poor
481,EICHERMOT,Mar 2017,7033,4859,2174.0,31.0,416,4,154,2433,30.0,1667,61.0,16.0,23.702545144319636,30.911417602729983,13.931637777417794,24.588938714499253,24.088304122498297,Poor
482,EICHERMOT,Mar 2018,8965,6156,2809.0,31.0,536,5,223,3116,30.0,1960,72.0,15.0,21.862799776910204,31.3329615170106,27.470496232048912,17.576484703059393,24.9681245751979,Poor
483,EICHERMOT,Mar 2019,9797,6893,2904.0,30.0,701,7,300,3297,33.0,2203,81.0,15.0,22.486475451668877,29.641727059303868,9.280535415504731,12.397959183673478,19.974159673127463,Poor
484,EICHERMOT,Mar 2020,9154,6971,2183.0,24.0,572,19,382,2355,22.0,1827,67.0,19.0,19.958488092637097,23.847498361372075,-6.563233642951927,-17.06763504312302,8.415622198987762,Poor
485,EICHERMOT,Mar 2021,8720,6937,1783.0,20.0,482,16,451,2203,25.0,1347,49.0,34.0,15.447247706422019,20.44724770642202,-4.741096788289267,-26.272577996715928,4.565613666852171,Poor
486,EICHERMOT,Mar 2022,10298,8120,2178.0,21.0,496,19,452,2203,24.0,1677,61.0,34.0,16.284715478733737,21.149737813167604,18.096330275229366,24.498886414253906,19.749379325467057,Poor
487,EICHERMOT,Mar 2023,14442,10996,3446.0,24.0,908,28,526,3800,23.0,2914,107.0,35.0,20.177260767206757,23.8609610857222,40.240823460866196,73.76267143709003,36.01216553546993,Weak
488,EICHERMOT,Mar 2024,16536,12206,4329.0,26.0,1521,51,598,5202,23.0,4001,146.0,35.0,24.195694242864054,26.179245283018872,14.499376817615284,37.302676733013044,25.472892567890543,Poor
489,EICHERMOT,TTM,17091,12619,4472.0,26.0,1729,53,661,5486,,4268,156.0,,24.972207594640455,26.165818266924113,3.356313497822927,6.673331667083238,17.3473367914506,Poor
490,GAIL,Mar 2013,50974,43547,7427.0,15.0,887,437,1319,6558,34.0,4367,6.0,28.0,8.567112645662494,14.570173029387531,,,6.941185702515007,Poor
491,GAIL,Mar 2014,61765,53777,7988.0,13.0,1247,669,1644,6922,32.0,4786,7.0,28.0,7.7487250060714,12.932890795758114,21.16961588260682,9.594687428440585,12.357345402758336,Poor
492,GAIL,Mar 2015,60557,54926,5631.0,9.0,945,652,1433,4492,32.0,3160,5.0,24.0,5.21822415245141,9.298677279257559,-1.9558002104751893,-33.97409109903886,0.0,Poor
493,GAIL,Mar 2016,52053,47517,4536.0,9.0,731,822,1496,2949,37.0,1874,3.0,37.0,3.6001767429350853,8.71419514725376,-14.042967782419868,-40.69620253164557,0.0,Poor
494,GAIL,Mar 2017,48552,42531,6021.0,12.0,1212,509,1541,5183,35.0,3374,5.0,56.0,6.949250288350635,12.40113692535838,-6.725837127543077,80.04268943436499,20.468486625477084,Poor
495,GAIL,Mar 2018,54496,46695,7802.0,14.0,948,295,1527,6928,31.0,4805,7.0,43.0,8.817160892542573,14.31664709336465,12.24254407645411,42.41256668642561,17.871164548348112,Poor
496,GAIL,Mar 2019,76190,66252,9938.0,13.0,1719,159,1667,9831,33.0,6553,10.0,25.0,8.600866255414097,13.04370652316577,39.80842630651791,36.37877211238294,21.73081151735413,Poor
497,GAIL,Mar 2020,72518,63495,9022.0,12.0,3796,309,2080,10429,9.0,9515,14.0,31.0,13.120880333158663,12.44104911883946,-4.819530122063265,45.20067144819166,15.744807100825117,Poor
498,GAIL,Mar 2021,57372,50127,7245.0,13.0,2833,179,2174,7725,20.0,6143,9.0,36.0,10.70731367217458,12.628111273792095,-20.88584903058551,-35.438780872306886,0.0,Poor
499,GAIL,Mar 2022,92770,77608,15161.0,16.0,2925,202,2420,15464,20.0,12304,18.0,36.0,13.262908267758974,16.342567640400993,61.69908666248345,100.2930164414781,41.280063393240304,Weak
