id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,net_profit_margin,operating_profit_margin,revenue_growth_pct,profit_growth_pct,health_score,health_band
213,BAJAJ-AUTO,Mar 2020,29919,24809,5109.0,17.0,1832,3,246,6692,22.0,5212,180.0,67.0,17.42036832781844,17.076105484808984,-1.4460768166545845,5.762987012987009,11.212324183054712,Poor
214,BAJAJ-AUTO,Mar 2021,27741,22803,4938.0,18.0,1570,7,259,6241,22.0,4857,168.0,83.0,17.508381096571863,17.800367686817346,-7.279655068685454,-6.811204911742131,7.774452638931244,Poor
215,BAJAJ-AUTO,Mar 2022,33145,27886,5259.0,16.0,2671,9,270,7652,19.0,6166,213.0,66.0,18.60310755770101,15.866646553024587,19.48019177390865,26.950792670372657,19.62712312207394,Poor
216,BAJAJ-AUTO,Mar 2023,36455,29991,6465.0,18.0,1703,40,286,7842,23.0,6060,214.0,65.0,16.62323412426279,17.734192840488273,9.986423291597536,-1.7191047680830351,11.96069179412822,Poor
217,BAJAJ-AUTO,Mar 2024,44870,36106,8765.0,20.0,1700,60,365,10040,23.0,7708,276.0,29.0,17.178515712057056,19.534209939826162,23.083253326018372,27.194719471947202,21.069412255158078,Poor
218,BAJAJ-AUTO,TTM,48900,39757,9143.0,19.0,1535,164,379,10135,,7371,263.0,,15.073619631901842,18.697341513292436,8.981502117227546,-4.372080954852098,11.05317257603337,Poor
219,AXISBANK,Mar 2013,27183,17516,8313.0,1353.0,5,6551,352,7553,31.0,5179,22.0,16.0,19.05234889452967,30.58161350844278,,,14.890188720891732,Poor
220,AXISBANK,Mar 2014,30641,18690,9644.0,2307.0,8,7405,364,9349,33.0,6218,26.0,15.0,20.293071374955126,31.474168597630626,12.721186035389763,20.061787989959456,22.086766796845566,Poor
221,AXISBANK,Mar 2015,35479,21254,11127.0,3097.0,9,8365,406,11057,33.0,7358,31.0,15.0,20.739028721215366,31.36221426759492,15.789301915733823,18.333869411386306,22.455007162067112,Poor
222,AXISBANK,Mar 2016,40988,24155,13367.0,3466.0,8,9371,444,12394,34.0,8224,35.0,14.0,20.064409095344978,32.611983995315704,15.527495137968938,11.769502582223424,21.262317471236678,Poor
223,AXISBANK,Mar 2017,44542,26449,23808.0,-5715.0,-13,11691,509,5468,33.0,3679,15.0,33.0,8.259620133806294,53.450675766692115,8.670830486971791,-55.265077821011666,9.194239303341547,Poor
224,AXISBANK,Mar 2018,45780,27163,28895.0,-10277.0,-22,10967,568,122,-99.0,276,1.0,0.0,0.6028833551769331,63.11708169506335,2.7793992187149286,-92.49796140255503,1.172277078304063,Poor
225,AXISBANK,Mar 2019,54986,33278,27155.0,-5447.0,-10,13130,710,6974,33.0,4677,18.0,6.0,8.505801476739535,49.385298075873855,20.109217999126262,1594.5652173913043,100.0,Excellent
226,AXISBANK,Mar 2020,62635,37429,35066.0,-9859.0,-16,15537,773,4904,67.0,1627,6.0,0.0,2.5975892073122058,55.984673106090845,13.910813661659338,-65.21274321146034,7.3142927840607115,Poor
227,AXISBANK,Mar 2021,63346,34107,31749.0,-2510.0,-4,12264,948,8806,25.0,6588,22.0,0.0,10.400025258106274,50.119976004799035,1.135148080146875,304.9170251997541,79.36643503485179,Good
228,AXISBANK,Mar 2022,67377,34245,29962.0,3170.0,5,15221,1008,17383,25.0,13025,42.0,2.0,19.33152262641554,44.4691808777476,6.3634641492754,97.70795385549485,39.954494652202996,Weak
229,AXISBANK,Mar 2023,85164,42218,29089.0,13857.0,16,16143,13094,16906,43.0,9580,31.0,3.0,11.248884505189986,34.15645108261707,26.399216349792965,-26.44913627639155,13.611616691022398,Poor
230,AXISBANK,Mar 2024,109369,59474,37943.0,11952.0,11,22442,1334,33060,25.0,24861,81.0,1.0,22.73130411725443,34.69264599658038,28.42163355408389,159.50939457202503,54.81339065937223,Average
231,AXISBANK,TTM,120659,67033,44566.0,9061.0,8,25243,0,34304,,26386,85.0,,21.86824024730853,36.935495901673306,10.322851996452375,6.1341056272877115,20.93251236944257,Poor
232,BAJAJFINSV,Mar 2013,8055,4124,3931.0,49.0,2,1204,22,2708,18.0,2214,10.0,2.0,27.48603351955307,48.80198634388579,,,22.886405959031656,Poor
233,BAJAJFINSV,Mar 2014,6023,1531,4491.0,75.0,3,1562,31,2902,24.0,2191,10.0,2.0,36.37722065415906,74.5641706790636,-25.226567349472372,-1.0388437217705548,28.02933518571821,Poor
234,BAJAJFINSV,Mar 2015,11335,5823,5511.0,49.0,8,2230,38,3251,26.0,2409,11.0,2.0,21.25275694750772,48.619320688134096,88.19525153577952,9.949794614331363,40.59063252071472,Weak
235,BAJAJFINSV,Mar 2016,20533,13795,6739.0,33.0,0,2877,58,3804,27.0,2775,12.0,1.0,13.514829786197827,32.82033799249987,81.14689016321128,15.193026151930255,33.168533596637616,Poor
236,BAJAJFINSV,Mar 2017,24507,15794,8713.0,36.0,0,3716,73,4925,30.0,3450,14.0,1.0,14.077610478638755,35.553107275472314,19.354210295621677,24.32432432432432,23.624922250222518,Poor
237,BAJAJFINSV,Mar 2018,32862,22074,10788.0,33.0,1,4531,160,6099,32.0,4176,17.0,1.0,12.707686689793682,32.82819061530034,34.0923001591382,21.043478260869563,24.68791887552976,Poor
238,BAJAJFINSV,Mar 2019,42605,27569,15037.0,35.0,2,6657,226,8155,34.0,5374,20.0,1.0,12.61354301138364,35.29397957986152,29.648225914430036,28.687739463601524,26.03944985297986,Poor
239,BAJAJFINSV,Mar 2020,54351,36094,18258.0,34.0,0,9500,457,8302,28.0,5994,21.0,2.0,11.028315946348734,33.59275818292212,27.569534092242698,11.53703014514329,21.207635086258453,Poor
240,BAJAJFINSV,Mar 2021,60592,40950,19641.0,32.0,-7,9274,498,9862,25.0,7367,28.0,1.0,12.158370742012146,32.415170319514125,11.48276940626667,22.90623957290623,20.24986411429246,Poor
241,BAJAJFINSV,Mar 2022,68406,46951,21455.0,31.0,8,9629,563,11271,26.0,8314,29.0,1.0,12.153904628248984,31.364207818027655,12.89609189331924,12.854621962807112,18.20557650510826,Poor
242,BAJAJFINSV,Mar 2023,82072,52204,29868.0,36.0,1,12380,678,16811,27.0,12210,40.0,2.0,14.877181011794521,36.39243590993274,19.97777972692454,46.860716863122455,28.748584394527576,Poor
243,BAJAJFINSV,Mar 2024,110382,69497,40886.0,37.0,-4,18607,900,21375,27.0,15595,51.0,2.0,14.128209309488865,37.04045949520755,34.4941027390584,27.723177723177717,27.79405673385615,Poor
244,BAJAJFINSV,TTM,126263,80784,45479.0,36.0,12,21568,1031,22892,,16520,53.0,,13.083801271948234,36.01926138298631,14.38730952510372,5.931388265469706,18.794658354595047,Poor
245,BAJAJHLDNG,Mar 2013,337,15,322.0,95.0,3,0,2,322,21.0,1856,167.0,15.0,550.7418397626113,95.54896142433235,,,100.0,Excellent
246,BAJAJHLDNG,Mar 2014,423,23,400.0,94.0,5,0,5,400,20.0,1988,179.0,17.0,469.97635933806146,94.56264775413712,25.519287833827885,7.1120689655172376,100.0,Excellent
247,BAJAJHLDNG,Mar 2015,524,40,484.0,92.0,35,0,6,513,19.0,2029,182.0,19.0,387.2137404580153,92.36641221374046,23.87706855791962,2.062374245472842,100.0,Excellent
248,BAJAJHLDNG,Mar 2016,470,42,429.0,91.0,7,0,5,430,21.0,2265,204.0,16.0,481.9148936170213,91.27659574468086,-10.305343511450381,11.631345490389355,100.0,Excellent
249,BAJAJHLDNG,Mar 2017,842,215,628.0,75.0,8,0,5,630,21.0,2473,222.0,15.0,293.70546318289786,74.58432304038006,79.14893617021276,9.183222958057403,100.0,Excellent
250,BAJAJHLDNG,Mar 2018,420,65,355.0,85.0,2390,0,5,2739,3.0,2655,239.0,17.0,632.1428571428571,84.52380952380952,-50.1187648456057,7.359482410028306,100.0,Excellent
251,BAJAJHLDNG,Mar 2019,431,85,347.0,80.0,2827,0,4,3170,4.0,3048,274.0,12.0,707.1925754060325,80.51044083526682,2.6190476190476097,14.802259887005654,100.0,Excellent
252,BAJAJHLDNG,Mar 2020,435,134,301.0,69.0,3058,13,33,3314,7.0,3080,269.0,15.0,708.0459770114943,69.19540229885057,0.9280742459396807,1.049868766404205,100.0,Excellent
253,BAJAJHLDNG,Mar 2021,457,106,352.0,77.0,3451,4,34,3766,3.0,3654,328.0,12.0,799.562363238512,77.02407002188184,5.057471264367819,18.63636363636363,100.0,Excellent
254,BAJAJHLDNG,Mar 2022,484,117,367.0,76.0,3896,3,34,4226,2.0,4126,364.0,32.0,852.4793388429752,75.82644628099173,5.908096280087527,12.917350848385322,100.0,Excellent
255,BAJAJHLDNG,Mar 2023,522,142,380.0,73.0,4673,7,34,5012,1.0,4946,436.0,28.0,947.5095785440614,72.79693486590038,7.851239669421495,19.873969946679605,100.0,Excellent
256,BAJAJHLDNG,Mar 2024,1702,140,1562.0,92.0,5967,2,34,7493,2.0,7365,653.0,20.0,432.7262044653349,91.7743830787309,226.0536398467433,48.90820865345733,100.0,Excellent
257,BAJAJHLDNG,TTM,1733,178,1554.0,90.0,6055,2,34,7574,,7486,666.0,,431.9676860934795,89.67109059434507,1.8213866039952897,1.6429056347589954,100.0,Excellent
258,BAJFINANCE,Mar 2015,5392,2274,1752.0,1367.0,25,26,36,1357,34.0,898,18.0,10.0,16.654302670623146,32.49258160237389,,,14.744065281899111,Poor
259,BAJFINANCE,Mar 2016,7299,2959,2354.0,1986.0,27,35,56,1965,35.0,1279,24.0,10.0,17.522948349088914,32.25099328675161,35.367210682492576,42.42761692650334,30.491148012551342,Poor
260,BAJFINANCE,Mar 2017,9970,3853,3250.0,2867.0,29,22,71,2817,35.0,1836,33.0,11.0,18.415245737211634,32.59779338014042,36.59405397999726,43.54964816262705,31.33265216373048,Poor
261,BAJFINANCE,Mar 2018,12746,4696,4115.0,3935.0,31,10,102,3843,35.0,2496,43.0,9.0,19.58261415345991,32.28463831790366,27.843530591775334,35.94771241830066,28.31842434342427,Poor
262,BAJFINANCE,Mar 2019,18487,6723,5454.0,6310.0,34,13,144,6179,35.0,3995,69.0,9.0,21.609779845296696,29.501812084167252,45.041581672681616,60.05608974358974,36.35301186209345,Weak
263,BAJFINANCE,Mar 2020,26374,9608,9159.0,7608.0,29,9,295,7322,28.0,5264,87.0,11.0,19.959050580116784,34.72738302874043,42.66241142424407,31.76470588235294,31.291353543976566,Poor
264,BAJFINANCE,Mar 2021,26673,9519,10839.0,6314.0,24,3,325,5992,26.0,4420,73.0,14.0,16.5710643722116,40.63659880778315,1.133692272692799,-16.033434650455924,14.182350478445798,Poor
265,BAJFINANCE,Mar 2022,31641,9855,11880.0,9906.0,31,-17,385,9504,26.0,7028,116.0,17.0,22.211687367655887,37.546221674409786,18.625576425598922,59.00452488687782,33.45339297511505,Poor
266,BAJFINANCE,Mar 2023,41411,12701,12693.0,16018.0,39,-5,485,15528,26.0,11508,190.0,16.0,27.7897177078554,30.65127623095313,30.877658733921187,63.74501992031873,36.456833912490545,Weak
267,BAJFINANCE,Mar 2024,54972,18886,16099.0,19987.0,36,6,683,19310,25.0,14451,233.0,15.0,26.287928399912687,29.285818234737686,32.74733766390572,25.573514077163708,28.336294338608997,Poor
268,BAJFINANCE,TTM,62279,21918,18943.0,21417.0,34,29,779,20667,,15389,248.0,,24.709773760015413,30.416352221455067,13.29222149457905,6.4909002837173935,20.494462150100436,Poor
269,BANKBARODA,Mar 2013,36442,24486,10950.0,1006.0,3,4511,322,5195,9.0,4829,23.0,19.0,13.251193677624718,30.047747104988748,,,12.989682234784038,Poor
270,BANKBARODA,Mar 2014,40463,27604,12049.0,809.0,2,5555,368,5996,18.0,5036,23.0,19.0,12.4459382645874,29.777821713664338,11.033971790790842,4.286601780907029,15.731242707815095,Poor
271,BANKBARODA,Mar 2015,44915,30547,13466.0,902.0,2,5449,368,5983,36.0,3950,18.0,18.0,8.794389402204164,29.981075364577535,11.00264439117218,-21.5647339158062,9.520221525107704,Poor
272,BANKBARODA,Mar 2016,45799,32107,25391.0,-11700.0,-26,5992,525,-6233,-19.0,-5033,-22.0,0.0,-10.98932291098059,55.440075110810284,1.9681620839363312,-227.41772151898735,0.0,Poor
273,BANKBARODA,Mar 2017,44473,29596,19250.0,-4372.0,-10,7937,540,3024,41.0,1855,8.0,15.0,4.171070087468801,43.28468958694039,-2.895259721827992,-136.8567454798331,0.0,Poor
274,BANKBARODA,Mar 2018,46056,29160,26093.0,-9197.0,-20,7992,901,-2106,-9.0,-1836,-7.0,0.0,-3.986451276706618,56.654941809970474,3.559463044993594,-198.97574123989216,0.0,Poor
275,BANKBARODA,Mar 2019,52906,32506,25815.0,-5414.0,-10,7887,948,1525,29.0,1166,4.0,0.0,2.203908819415567,48.79408762711223,14.873197846100394,-163.50762527233115,0.0,Poor
276,BANKBARODA,Mar 2020,78895,50040,40583.0,-11728.0,-15,12191,1697,-1234,-99.0,981,2.0,0.0,1.2434248051207302,51.439254705621394,49.12297281971798,-15.866209262435682,22.456156564679098,Poor
277,BANKBARODA,Mar 2021,74314,43201,38070.0,-6957.0,-9,14687,1357,6373,77.0,1620,3.0,0.0,2.1799391770056786,51.22857065963344,-5.8064516129032295,65.1376146788991,27.88878556419091,Poor
278,BANKBARODA,Mar 2022,73385,38815,37518.0,-2948.0,-4,14395,1438,10008,23.0,7933,15.0,19.0,10.810111058118144,51.12488928255093,-1.2501009231100424,389.69135802469134,96.268751522517,Excellent
279,BANKBARODA,Mar 2023,94503,49942,38231.0,6329.0,7,16275,2040,20565,29.0,15005,29.0,19.0,15.877802821074463,40.45480037670762,28.776998024119372,89.14660279843692,40.48450112384589,Weak
280,BANKBARODA,Mar 2024,118379,69899,44379.0,4102.0,3,23399,1702,25799,29.0,18869,36.0,21.0,15.93948250956673,37.4889127294537,25.264806408262164,25.751416194601795,26.23176309227892,Poor
281,BANKBARODA,TTM,124144,74160,46459.0,3526.0,3,23807,0,27332,,20144,39.0,,16.226317824461916,37.423475963397344,4.869951596144584,6.757114844453871,18.420351424477467,Poor
282,BHARTIARTL,Mar 2013,76947,53987,22960.0,30.0,1159,4519,14815,4785,53.0,2267,4.0,17.0,2.9461837368578374,29.838720158030853,,,9.835471168466606,Poor
283,BHARTIARTL,Mar 2014,85864,59352,26512.0,31.0,2881,5879,15650,7864,62.0,3019,5.0,26.0,3.516025342401938,30.87673530233858,11.588495977750913,33.17159241288046,19.26984587154843,Poor
284,BHARTIARTL,Mar 2015,96101,62499,33602.0,35.0,1243,4446,19858,10540,52.0,5048,8.0,33.0,5.252806942695706,34.96529692719118,11.922342308767364,67.20768466379596,27.891436555478734,Poor
285,BHARTIARTL,Mar 2016,96532,62548,33984.0,35.0,4858,8546,17450,12846,46.0,6893,11.0,9.0,7.140637301620188,35.2049061451125,0.4484864881739048,36.54912836767037,20.10318600518866,Poor
286,BHARTIARTL,Mar 2017,95468,60138,35330.0,37.0,1713,9547,19773,7723,45.0,4241,7.0,11.0,4.442326224494071,37.00716470440357,-1.1022251688559193,-38.473814014217325,4.5196394420546415,Poor
287,BHARTIARTL,Mar 2018,82639,52560,30079.0,36.0,1756,9326,19243,3267,33.0,2184,2.0,194.0,2.6428199760403683,36.398068708479045,-13.438010642309461,-48.502711624616836,0.0,Poor
288,BHARTIARTL,Mar 2019,80780,55016,25764.0,32.0,4474,10622,21348,-1732,-99.0,1688,1.0,244.0,2.0896261450854174,31.894033176528847,-2.249543193891501,-22.710622710622708,5.203064615581436,Poor
289,BHARTIARTL,Mar 2020,87539,50930,36610.0,42.0,-37775,13992,27690,-42846,-28.0,-30664,-55.0,-3.0,-35.02895852134477,41.821359622568224,8.367170091606834,-1916.5876777251185,0.0,Poor
290,BHARTIARTL,Mar 2021,100616,55337,45279.0,45.0,-4215,15091,29404,-3432,99.0,-12364,-26.0,0.0,-12.28830404707005,45.00178897988392,14.93848456116702,-59.67910253065484,0.8659218859465962,Poor
291,BHARTIARTL,Mar 2022,116547,59013,57534.0,49.0,4656,16616,33091,12483,33.0,8305,7.0,39.0,7.125880546045801,49.36549203325697,15.833465850361762,-167.17081850533808,0.0,Poor
292,BHARTIARTL,Mar 2023,139145,67871,71274.0,51.0,1019,19300,36432,16561,26.0,12287,15.0,27.0,8.830356822020196,51.22282511049624,19.389602477970257,47.94701986754968,31.48327904885892,Poor
293,BHARTIARTL,Mar 2024,149982,71691,78292.0,52.0,-3428,22648,39538,12679,32.0,8558,13.0,62.0,5.706018055499993,52.20093077836007,7.788278414603478,-30.349149507609674,12.859910431556777,Poor
294,BHARTIARTL,TTM,155478,74745,80733.0,52.0,2190,22424,41690,18809,,13816,22.0,,8.886144663553686,51.92567437193687,3.6644397327679323,61.43958868894601,31.26435139498995,Poor
295,BEL,Mar 2013,6273,5604,669.0,11.0,622,7,136,1147,21.0,911,1.0,20.0,14.522556990275785,10.664753706360592,,,7.556193208990913,Poor
296,BEL,Mar 2014,6518,5593,925.0,14.0,438,7,150,1206,21.0,952,1.0,20.0,14.605707272169377,14.191469776004908,3.9056272915670265,4.500548847420416,10.320388342249771,Poor
297,BEL,Mar 2015,7093,5913,1179.0,17.0,507,7,166,1513,21.0,1197,2.0,20.0,16.875793035387,16.622021711546594,8.821724455354406,25.735294117647058,16.960748138680373,Poor
298,BEL,Mar 2016,7354,5961,1393.0,19.0,573,10,192,1764,24.0,1337,2.0,31.0,18.18058199619255,18.94207234158281,3.679684195685895,11.695906432748536,14.211914427019494,Poor
299,BEL,Mar 2017,8656,6864,1792.0,21.0,420,18,212,1983,24.0,1523,2.0,33.0,17.594731977818853,20.70240295748614,17.70465053032364,13.91174270755422,17.812419128167072,Poor
300,BEL,Mar 2018,10401,8361,2039.0,20.0,196,6,272,1957,28.0,1431,2.0,34.0,13.758292471877704,19.603884241899816,20.15942698706099,-6.040709126723575,12.832396586200739,Poor
301,BEL,Mar 2019,12164,9255,2909.0,24.0,73,16,338,2628,30.0,1887,3.0,44.0,15.512989148306477,23.914830647813222,16.95029324103452,31.865828092243188,21.59157020549145,Poor
302,BEL,Mar 2020,12968,10209,2759.0,21.0,99,8,372,2478,28.0,1825,3.0,37.0,14.073103022825418,21.275447254781,6.609667872410396,-3.2856385797562226,11.26937094181276,Poor
303,BEL,Mar 2021,14109,10895,3214.0,23.0,125,10,387,2942,30.0,2100,3.0,46.0,14.88411652136934,22.779785952229073,8.798581122763727,15.068493150684926,16.072585596769255,Poor
304,BEL,Mar 2022,15368,12024,3344.0,22.0,232,9,401,3166,26.0,2400,3.0,46.0,15.616866215512754,21.759500260281104,8.923382238287614,14.28571428571428,15.854729247538536,Poor
305,BEL,Mar 2023,17734,13645,4090.0,23.0,281,19,429,3923,25.0,2986,4.0,44.0,16.837712867937295,23.063042742754032,15.395627277459667,24.416666666666664,19.932685472032663,Poor
306,BEL,Mar 2024,20268,15217,5051.0,25.0,670,12,443,5266,25.0,3985,5.0,40.0,19.661535425300965,24.921057825143084,14.288936506146378,33.45612860013396,22.923790996389283,Poor
307,BEL,TTM,21575,15867,5708.0,26.0,754,7,445,6010,,4541,6.0,,21.047508690614137,26.45654692931634,6.448588908624431,13.952321204516949,18.331398708607416,Poor
308,BHEL,Mar 2013,48903,39420,9483.0,19.0,1132,128,957,9531,30.0,6693,18.0,20.0,13.686276915526655,19.39144837740016,,,9.923317587878044,Poor
309,BHEL,Mar 2014,39561,34982,4579.0,12.0,1617,133,985,5078,31.0,3502,10.0,20.0,8.852152372285838,11.574530471929426,-19.103122507821602,-47.67667712535485,0.0,Poor
310,BHEL,Mar 2015,31323,29183,2141.0,7.0,1221,92,1082,2187,34.0,1450,4.0,20.0,4.629186220987772,6.835232895955048,-20.823538333206947,-58.59508852084523,0.0,Poor
311,BHEL,Mar 2016,25505,26862,-1357.0,-5.0,1492,360,937,-1161,-39.0,-706,-2.0,-14.0,-2.768084689276612,-5.320525387178984,-18.574210643935764,-148.68965517241378,0.0,Poor
312,BHEL,Mar 2017,28465,27370,1095.0,4.0,753,413,850,586,22.0,455,1.0,85.0,1.5984542420516425,3.846829439662744,11.605567535777306,-164.44759206798867,0.0,Poor
313,BHEL,Mar 2018,28827,27174,1653.0,6.0,679,330,787,1215,64.0,438,1.0,151.0,1.5194088875013008,5.734207513789156,1.271737221148772,-3.736263736263734,1.6831796173641447,Poor
314,BHEL,Mar 2019,30441,28409,2032.0,7.0,662,378,476,1840,46.0,1002,3.0,69.0,3.2916132847146935,6.675207778982293,5.598917681340421,128.7671232876712,29.863254512911425,Poor
315,BHEL,Mar 2020,21463,21596,-133.0,-1.0,590,613,503,-659,99.0,-1468,-4.0,0.0,-6.839677584680613,-0.6196710618273308,-29.49311783449953,-246.50698602794412,0.0,Poor
316,BHEL,Mar 2021,17309,20357,-3049.0,-18.0,393,467,473,-3596,-25.0,-2700,-8.0,0.0,-15.59882142238142,-17.615113524755905,-19.354237525043093,83.92370572207084,2.94971315526435,Poor
317,BHEL,Mar 2022,21211,20383,828.0,4.0,405,448,314,470,5.0,445,1.0,31.0,2.0979680354533023,3.9036349064164817,22.543185625974928,-116.48148148148148,0.0,Poor
318,BHEL,Mar 2023,23365,22321,1044.0,4.0,544,612,260,716,9.0,654,2.0,21.0,2.7990584207147444,4.468221699122619,10.155108198576212,46.966292134831455,13.604464102632743,Poor
319,BHEL,Mar 2024,23893,23182,711.0,3.0,608,828,249,243,-16.0,282,1.0,31.0,1.180262001423011,2.9757669610346125,2.2597902846137385,-56.88073394495412,0.0,Poor
320,BHEL,TTM,25833,24783,1050.0,4.0,527,746,248,583,,445,1.0,,1.7226028722951263,4.064568575078388,8.119532917590933,57.801418439716315,14.920341705673504,Poor
321,BOSCHLTD,Dec 2012,8659,7310,1350.0,16.0,369,6,367,1346,29.0,958,305.0,20.0,11.063633213996997,15.59071486314817,,,7.99630442314355,Poor
322,BOSCHLTD,Dec 2013,8757,7468,1289.0,15.0,353,0,384,1257,30.0,885,282.0,20.0,10.106200753682767,14.71965284914925,1.1317704122878025,-7.620041753653439,6.150101812576478,Poor
323,BOSCHLTD,Mar 2015,12086,10104,1981.0,16.0,537,14,548,1956,32.0,1338,426.0,20.0,11.070660268078768,16.390865464173423,38.015302044079014,51.1864406779661,26.078806264084683,Poor
324,BOSCHLTD,Mar 2016,9701,7823,1878.0,19.0,623,13,386,2102,27.0,1531,488.0,17.0,15.781878156891041,19.3588289867024,-19.733576038391533,14.424514200298955,9.480399775459517,Poor
325,BOSCHLTD,Mar 2017,10435,8473,1963.0,19.0,912,27,456,2391,27.0,1741,570.0,29.0,16.684235745088642,18.811691423095354,7.5662302855375785,13.716525146962777,14.90532923695527,Poor
326,BOSCHLTD,Mar 2018,11690,9597,2093.0,18.0,418,3,467,2041,33.0,1371,449.0,22.0,11.72797262617622,17.904191616766468,12.026832774317198,-21.25215393452039,7.0445850408421675,Poor
327,BOSCHLTD,Mar 2019,12085,9931,2154.0,18.0,600,13,402,2339,32.0,1598,542.0,19.0,13.223003723624327,17.823748448489862,3.3789563729683447,16.557257476294684,13.301268421486864,Poor
328,BOSCHLTD,Mar 2020,9842,8358,1483.0,15.0,-105,10,383,985,34.0,650,220.0,48.0,6.604348709611868,15.068075594391384,-18.56019859329747,-59.32415519399249,0.0,Poor
329,BOSCHLTD,Mar 2021,9718,8555,1163.0,12.0,-241,14,341,567,15.0,482,164.0,70.0,4.959868285655484,11.967483021197777,-1.2599065230644135,-25.84615384615384,0.0,Poor
330,BOSCHLTD,Mar 2022,11782,10319,1462.0,12.0,391,29,324,1500,19.0,1217,413.0,51.0,10.329315905618742,12.408759124087592,21.238938053097357,152.4896265560166,41.56713543073469,Weak
